School Absentee Rate,CDS_CODE
70.0,196426101995299
9.5,196427901930528
42.1,196427901931765
6.6,196427901933449
43.2,196428700
23.9,19642870114397
7.0,196428701930601
40.5,196428701936384
6.8,196428701938166
12.1,196428701996479
15.0,196429501930700
71.2,196429501936491
20.0,19643030128306
11.6,196430301930775
8.3,196430301935618
94.0,196430301938190
65.4,196430301995679
14.5,196431101930981
100.0,196431101931021
6.9,196432901931088
70.2,196432901937598
5.9,196432901937739
73.3,196432901995893
51.4,19643370131573
5.4,196433701931187
7.9,196433701931237
64.4,196433701933332
73.1,196433701995877
10.3,196433701996099
73.0,196433701996230
76.9,19643520118521
0.0,19643520128488
51.6,19643520128496
68.6,196435201930239
17.4,196435201933951
17.6,196435201934926
20.2,196435201935048
63.6,196437801930312
4.5,196437801931666
41.3,196437801995885
75.0,196437801995927
56.3,196439401931807
8.1,196439401931823
35.0,196439401996297
76.4,196443601931617
8.4,196443601932086
9.7,196443601936418
7.0,196443601938372
70.8,19644440128322
8.2,196444401932201
77.6,196444401932656
66.0,196445101931625
12.7,196445101932441
12.4,196445101939164
11.9,19644690128736
10.7,196446901932482
78.7,196446901936079
7.2,196451901930320
12.2,196451901932664
10.9,196451901932680
5.5,196451901937481
77.4,196451901938919
9.9,196451901995661
64.9,196451901996123
0.0,196452700
6.4,19645270133835
50.2,196452701932698
9.1,196452701932706
51.5,196453501930353
7.2,196453501932763
6.4,196456801932144
37.2,196456801933472
12.4,196456801933530
12.0,196456801934082
15.5,196456801995497
2.3,196456801996131
47.4,196456806099022
7.6,196457601933597
76.1,196457601939677
3.8,196458401996305
3.8,196458401996305
1.6,19645920100354
15.8,196463401934231
67.2,196463401934249
19.4,196463401936046
2.2,196463401996529
4.9,196463401996586
3.9,196465901934611
6.3,196468301930080
2.7,196468301931260
5.9,196468301931781
1.3,196469101996438
0.0,19647090100602
6.9,196470901996313
0.0,196472500
89.5,19647250101741
65.0,19647250125153
8.8,19647250127381
48.2,19647250131938
4.5,19647250132324
12.6,196472501930411
28.3,196472501934470
12.7,196472501934678
8.7,196472501935758
16.6,196472501936947
0.0,196472501937176
11.1,196472501939875
3.2,196472501995539
0.0,196472501995570
17.5,196472501995935
1.9,196472501996503
7.8,19647330100677
16.5,19647330100750
13.8,19647330100776
20.9,19647330100800
16.1,19647330101196
66.1,19647330101329
1.5,19647330101659
13.4,19647330101675
12.5,19647330101683
1.1,19647330102137
10.2,19647330102434
5.2,19647330102541
70.7,19647330102764
4.1,19647330102913
0.4,19647330102921
22.9,19647330106351
33.1,19647330106435
2.7,19647330106831
10.0,19647330106849
6.3,19647330106864
7.0,19647330106997
10.4,19647330107003
8.5,19647330107011
9.1,19647330107755
11.3,19647330108878
1.1,19647330108894
8.2,19647330108928
3.0,19647330108936
74.1,19647330109322
17.1,19647330109447
16.3,19647330109454
15.4,19647330109462
83.1,19647330109512
12.0,19647330110304
36.8,19647330110668
74.1,19647330111484
3.2,19647330111492
5.6,19647330111500
8.0,19647330111575
8.4,19647330111583
14.8,19647330111625
3.6,19647330111641
10.0,19647330111658
15.4,19647330112029
17.4,19647330112037
5.5,19647330112045
13.0,19647330112052
11.8,19647330112508
19.7,19647330112870
29.0,19647330114850
10.6,19647330115030
17.7,19647330115212
19.5,19647330115253
5.4,19647330116509
67.2,19647330116954
27.7,19647330117051
21.8,19647330117069
39.1,19647330117077
19.1,19647330117598
9.0,19647330117606
10.4,19647330117622
17.6,19647330117630
17.4,19647330117721
18.3,19647330117747
16.4,19647330117762
34.9,19647330117911
33.6,19647330118588
12.1,19647330119651
16.8,19647330119685
13.0,19647330119693
9.1,19647330119727
17.5,19647330119966
0.8,19647330120071
11.0,19647330120360
87.7,19647330120808
20.9,19647330121095
12.9,19647330121285
16.6,19647330121293
30.1,19647330122275
1.4,19647330122333
17.0,19647330122341
17.1,19647330122358
18.2,19647330122366
19.7,19647330122374
18.6,19647330122382
12.6,19647330122606
12.1,19647330122721
6.3,19647330123133
13.0,19647330123141
11.6,19647330124362
8.0,19647330124370
9.4,19647330124388
4.7,19647330124396
15.3,19647330124404
23.8,19647330124412
12.4,19647330124420
29.4,19647330124479
27.7,19647330124487
18.4,19647330124495
22.6,19647330124503
26.4,19647330124511
6.7,19647330124529
11.4,19647330124560
31.2,19647330124883
19.9,19647330124891
15.5,19647330124933
16.0,19647330124941
10.0,19647330125864
13.4,19647330125989
15.8,19647330126136
21.0,19647330126185
25.7,19647330126474
23.1,19647330126482
20.0,19647330126490
23.5,19647330126508
8.6,19647330126516
6.5,19647330126524
21.1,19647330126532
12.4,19647330126540
16.4,19647330126557
30.1,19647330126573
7.4,19647330126615
8.4,19647330126623
18.2,19647330127217
15.9,19647330127787
31.0,19647330127795
47.5,19647330127803
29.7,19647330127852
26.2,19647330127878
15.6,19647330127894
19.4,19647330127910
27.8,19647330128355
18.0,19647330129536
20.7,19647330129585
16.7,19647330129627
20.0,19647330129775
16.6,19647330130997
17.0,19647330131821
13.9,19647330132027
16.7,19647330132084
8.9,19647330132126
8.7,19647330132282
9.5,19647330133272
23.2,19647330133280
11.7,19647330133298
14.8,19647330133603
18.6,19647330133868
82.3,196473301930064
69.5,196473301930296
85.5,196473301930387
72.1,196473301930403
42.9,196473301930429
81.7,196473301930486
79.7,196473301930551
87.2,196473301930577
96.9,196473301930619
17.2,196473301930650
48.3,196473301930692
63.6,196473301930734
57.9,196473301930783
48.5,196473301930791
19.1,196473301930866
22.6,196473301930924
63.3,196473301930940
67.7,196473301930973
14.8,196473301931047
73.8,196473301931336
74.6,196473301931377
84.5,196473301931385
56.6,196473301931393
70.0,196473301931435
86.0,196473301931450
61.9,196473301931468
19.1,196473301931476
67.6,196473301931484
54.3,196473301931500
54.4,196473301931518
8.5,196473301931526
75.2,196473301931534
79.8,196473301931559
36.0,196473301931633
47.1,196473301931658
88.7,196473301931682
77.5,196473301931690
12.4,196473301931708
13.9,196473301931716
66.0,196473301931856
8.8,196473301931864
35.5,196473301931930
78.5,196473301931955
81.5,196473301931971
51.6,196473301931989
46.3,196473301931997
19.5,196473301932128
66.7,196473301932250
54.5,196473301932318
78.6,196473301932334
77.1,196473301932342
30.4,196473301932383
64.0,196473301932391
10.2,196473301932540
8.7,196473301932623
53.9,196473301932821
3.7,196473301932847
3.2,196473301932888
11.7,196473301932920
11.0,196473301932987
7.3,196473301933001
5.7,196473301933043
21.0,196473301933118
8.3,196473301933233
14.9,196473301933241
7.7,196473301933381
1.6,196473301933746
15.9,196473301933795
12.3,196473301933852
15.0,196473301934033
24.3,196473301934157
24.4,196473301934371
36.3,196473301934454
18.2,196473301935121
15.9,196473301935352
23.5,196473301935519
12.8,196473301935568
29.7,196473301935717
19.7,196473301935865
9.8,196473301936160
7.6,196473301936350
65.8,196473301937085
22.6,196473301937226
20.5,196473301937424
12.7,196473301937622
11.4,196473301937838
20.9,196473301938307
9.3,196473301938554
9.5,196473301938612
9.0,196473301938885
10.8,196473301938968
13.4,196473301939040
13.1,196473301939107
24.9,196473301939305
11.2,196473301939479
38.5,196473301939784
17.2,196473301939859
9.5,196473301939941
5.4,196473301995448
72.5,196473301995794
8.1,196473301995836
82.7,196473301996073
55.0,196473301996115
23.8,196473301996610
13.0,196473306016885
4.7,196473306019475
4.0,196473306019715
14.5,196473306058002
51.6,196473306060461
40.5,196473306060495
36.0,196473306060503
39.1,196473306060511
27.0,196473306060529
41.7,196473306060545
8.0,196473306061451
9.1,196473306061600
9.6,196473306116750
6.1,196473306119945
15.4,19647740109538
60.7,19647740114777
96.0,19647740127845
100.0,196477401935428
19.4,196477401935436
76.4,196479001935899
11.6,196479001935923
21.1,196479001996404
14.3,19648080124552
14.8,196480801930155
20.6,196480801930825
17.5,196480801935998
8.2,196480801938927
0.0,196480801996388
13.2,196484001933647
13.7,196484001934728
14.0,196484001936467
70.9,196484001936475
49.3,19648570112714
6.3,19648570125377
18.2,196485706119580
39.6,196486501933308
6.5,196486501995588
6.2,196486501996552
10.4,196487301936749
35.4,196487301936756
66.7,196487301996107
0.0,196488100
24.2,19648810113464
0.4,19648810117440
39.8,19648810118075
15.7,196488101931062
3.6,196488101931674
28.5,196488101936103
79.5,196488101936806
10.0,196488101936822
54.5,19649070115170
11.8,196490701933175
10.3,196490701933324
57.2,196490701936772
12.6,196490701937028
64.0,196490701995547
7.0,196490701995901
8.1,196490701996495
9.5,196490706061634
3.8,196490706061642
4.3,196496401937754
68.3,196498001933373
11.7,196498001938000
15.3,196498001995737
7.2,196502901938455
4.0,196505201938679
66.0,196505201995745
0.0,196505201995976
62.5,19650600110320
9.6,196506001936277
57.0,196506001938083
6.7,196506001938356
10.2,196506001938752
4.4,196506001939602
31.2,19650940112706
5.5,19650940122432
54.8,19650940130005
73.5,196509401938513
8.2,196509401939537
62.1,196512801930338
7.1,196512801931302
9.6,196512801934868
13.0,196512801936889
5.1,196512801937903
13.8,196512801939701
65.2,196512801995653
16.6,19651360102459
5.6,19651360102475
54.5,19651360112359
52.9,19651360114439
15.5,19651360117234
6.9,19651360121731
11.5,196513601931492
6.8,196513601931740
24.7,196513601932532
9.0,196513601933902
61.9,196513601934421
7.0,196513601995802
6.5,196513601996263
1.0,196513601996321
1.0,19734370132969
40.6,197343701931567
25.9,197343701931963
27.6,197343701932326
99.4,197343701995695
85.4,197343701996040
71.7,197343701996057
55.6,19734450125351
21.1,197344501933316
13.9,197344501934801
9.6,197344501935246
60.9,197344501938935
6.2,197344501939834
11.3,197344501939925
72.7,197344501996560
47.9,19734520120600
57.4,197345201930106
10.8,197345201936228
8.0,197345201937564
5.1,197346001932862
61.5,197346001937747
4.7,197346001939149
8.6,197529101995810
17.5,197529101996016
48.2,197529101996081
60.0,19753090127100
0.0,19753090129411
22.0,19753090129742
0.0,19753090130955
60.9,19753090131383
47.6,19753090131557
9.5,19753090131987
51.6,19753090132654
21.9,19753090134585
20.0,19753090134619
22.0,19753090135145
15.2,197530901995786
3.1,197533301935808
93.8,19753410116285
11.9,197534101937143
47.3,197534101995752
2.8,197566306120158
0.0,197569701996693
47.9,197571301930122
9.4,197571301930163
5.5,197571301934553
9.3,197571301937697
63.6,197571301995430
7.1,19764970115725
5.2,19768690119016
8.8,19768690119636
12.5,19768690131128
0.0,19768850132928
3.2,19769680109926
14.4,19769920133900
76.6,20102070117184
19.0,201020702030054
0.0,201020702030153
64.0,201020702030229
52.4,201020706077200
73.5,206520102030047
14.7,206520102032357
15.4,20652430110965
23.7,20652430118950
42.9,20652430123414
52.2,20652430123620
76.1,20652430131086
54.1,206524302035640
11.7,206524302035707
71.4,20755800110395
46.3,20755800110403
0.0,20755800111443
52.4,207558002030161
7.5,207558002030203
72.2,20756060100180
18.3,20756060117010
0.4,20756060125021
4.8,20756060132936
62.5,20764140115527
54.2,20764140115550
11.9,207641402030013
0.0,207641402030039
68.7,207641402030104
0.8,207641402030237
0.0,21102150113183
80.8,211021502130037
66.7,211021502130102
44.0,211021506069504
16.7,216541702130045
35.0,216541702132264
10.8,216541702132272
9.7,216541702133056
48.0,216546602133254
14.9,216546602133262
19.6,216546602134005
11.0,216548202130078
15.2,216548202131340
8.3,216548202132587
14.4,216548202133692
93.6,216548202134419
29.3,217336102134310
53.3,221022306105308
63.6,226553202230035
43.4,226553202230068
46.2,226553202230076
22.7,226553202235356
4.8,231023102330124
92.1,231023102330447
100.0,236554002330058
14.8,236554002330900
36.8,236555706116669
34.8,23655650123737
95.1,236556502330215
100.0,236556502330355
9.6,236556502331361
88.9,236558102330090
12.4,236558102333185
32.2,236559902333649
84.8,236560702330033
38.0,236560702334563
19.7,23656150128280
8.8,236561502330413
33.8,236561502330454
69.9,236561502334704
18.9,236561502335024
26.2,23656230112300
0.0,236562302330066
0.0,236562302330314
35.0,236562302330363
14.5,236562302335487
20.0,237386602330041
25.8,237391602332260
54.5,237521802330207
33.3,237521802332724
10.5,24102490106518
3.4,241024902430056
63.2,241024902430148
80.7,241024902430163
87.8,241024902430171
48.5,241024906068498
52.1,241024906069199
74.5,246569802430080
84.6,246569802430106
5.8,246569802432409
33.3,24657550119073
14.6,24657550120923
49.7,246575502431492
13.8,246575502434207
77.6,24657890107672
13.7,24657890127373
56.8,246578902430049
14.4,246578902430098
13.7,246578902430205
14.7,246578902430601
10.4,246578902433605
14.4,246578902435204
70.0,246578902439602
54.8,247361902430031
15.5,247361902431807
51.7,247531702430015
18.7,247531702431203
0.0,24753660114538
16.8,247536602430114
53.1,247536602430197
14.8,251025602530038
26.9,256589602537702
64.7,257358502530020
14.5,257358502535409
0.0,257359302530087
24.3,257359304737250
41.1,26102640124990
73.8,26102640126698
66.7,261026402630028
0.0,267366802633006
20.0,267366802635001
13.2,267369202630010
73.7,267369202630036
0.7,271027202730117
3.1,271027202730232
62.1,271027202730265
64.9,271027206069512
13.1,27659790135111
61.5,276598702730018
9.3,276598702730414
0.0,27660680134254
53.5,276606802730083
14.7,276606802730174
9.7,276606802732170
20.3,27660920111435
42.9,27660920112896
40.0,276609202730240
58.6,276609202732253
11.7,276609202732808
15.2,276609202735348
54.8,276613402731115
3.7,276613402733657
80.5,27661590124610
11.0,276615902730109
13.8,276615902730166
73.7,276615902730273
16.0,276615902733178
25.4,276615902734481
14.4,276615902734556
19.4,277382502730034
60.2,277382502730125
67.9,277382502730141
76.7,27754400106112
12.8,277544002730190
68.2,277547302730067
6.8,277547302730885
2.9,281028002830073
66.5,281028002830099
87.5,286624102830065
4.8,286624102831758
0.0,28662660101964
9.9,28662660121087
41.7,28662660128314
12.3,286626602830016
10.6,286626602830115
60.6,286626602830149
12.7,286626602835601
9.3,286629002837102
40.0,29102980114314
73.3,29102980116681
0.0,29102980116913
9.6,29102980126219
89.0,29102980130823
70.0,291029802930147
15.4,29663570112367
26.6,29663570124834
0.0,296635702930030
14.5,296635702930048
88.4,296635702930071
95.0,296635702930089
64.0,296635702935500
0.0,297687706111371
8.6,30103060126037
82.6,30103060132910
5.6,30103060133983
85.9,30103060134239
46.2,30103060134841
15.2,301030603030426
0.0,301030603030632
24.0,301030603030764
13.6,301030606069553
6.4,306643103030038
11.8,306643103030228
0.0,306643103030384
1.3,306643103030616
79.7,306643103032786
11.3,306643103033057
6.2,306643103033115
14.1,306643103033784
16.0,306643103034204
14.9,306643103036712
15.2,306643103038239
41.5,306643106066815
74.3,306644903030624
9.0,306644903030640
27.6,30664640106765
12.6,30664640113381
7.2,30664640124131
11.7,306646403030210
8.9,306646403030574
7.0,306646403030756
94.4,306646403030798
43.0,306646403035987
14.8,306646403036001
10.5,306646403038569
13.3,306646406120356
0.0,306651401
33.8,306651403030335
10.3,306651403030855
8.4,306651403032505
8.7,306651403033362
65.8,306651403033610
6.1,306651403037090
4.0,306651403037348
4.3,306651403037496
41.9,306652203030103
8.7,306652203030434
8.8,306652203032752
4.9,306652203033578
10.5,306652203033933
8.9,306652203035581
13.1,306652203035706
8.8,306652203036555
58.1,306652206028633
40.2,306652206104129
14.6,306654803030145
18.4,306654803030368
10.0,306654803031895
5.8,306654803032158
11.8,306654803032943
9.0,306654803034410
8.8,306654803038445
56.8,306654803038551
12.1,306655503033206
1.6,30665970111666
65.9,306659703030186
10.3,306659703031697
12.5,306659703031853
13.6,306659703032000
68.8,306659703034907
12.4,306659703035045
83.3,30666210114769
0.0,30666210118174
9.7,306662103030046
12.5,306662103031952
19.7,306662103035409
63.2,306662103035748
14.3,306662103038098
57.9,306662106029920
4.5,30666470119404
8.0,306664703030053
20.8,306664703030483
7.2,306664703031929
79.0,306664703031945
9.4,306664703038023
56.3,306664706089478
0.0,306664706119556
14.1,30666700106567
7.0,30666700108365
5.5,30666700114736
63.0,306667003030475
7.9,306667003030491
1.2,306667003030608
9.1,306667003030723
65.1,306667003034998
10.3,306667003035821
10.7,306667003036357
13.9,306667003036456
80.0,306667006115133
9.9,307363503030061
57.9,307363503030079
9.7,307363503030244
7.6,307363503030392
0.0,307363503030509
9.8,307363503034956
36.8,307363506089510
7.2,30736430102871
32.7,307364303030590
5.0,307364303032109
54.7,307364303032919
10.2,307364303037553
2.5,30736500133405
77.9,307365003030129
5.4,307365003030152
8.4,307365003030285
3.0,307365003030467
3.2,307365003030657
6.6,307365003035102
6.2,307392403033917
11.3,30768930130765
78.3,3100330330035
30.1,3100330330068
12.3,31103140119214
47.4,31103140126904
0.0,311031403130101
23.4,311031403130259
38.9,311031406069322
13.5,31668450121418
11.4,31668940102293
57.2,316689403130135
84.6,316689403131687
9.7,316689403131851
7.2,316689403132453
11.2,316689403135704
6.0,31669280116459
63.0,316692803130119
7.3,316692803130176
4.7,316692803130184
76.5,316692803130309
6.1,316692803135308
7.5,316692803136504
14.4,316694403130010
84.7,316694403130077
0.0,316694403130192
10.2,316694403138500
6.7,31669510122507
87.9,316695103130036
6.7,316695103130168
9.7,316695103134657
8.8,31750850108084
10.7,31750850119487
63.0,31750850128561
7.1,317508503130150
70.2,317508503130200
88.9,326696903230042
39.7,326696903230083
12.4,326696903232006
11.3,326696903233509
24.8,326696903235603
14.7,326696903236007
4.2,33103300110833
12.1,33103300125237
0.0,33103300128397
49.2,33103300128777
19.8,33103300134320
3.6,331033003330123
61.4,331033003331055
50.6,331033006069207
22.6,333162503330834
16.2,33669770125732
61.6,33669770135061
14.2,336697703330008
17.5,336697703334299
63.2,336697703337128
20.8,336698503330214
47.2,336698503330222
37.6,336698503330974
51.0,33669930129882
9.9,336699303330479
52.0,336699303330842
67.5,33670330110106
7.1,33670330110627
6.1,33670330110759
88.4,336703303330131
9.6,336703303330446
51.5,336703303330586
64.3,336703303330602
9.6,336703303330701
11.5,336703303331600
10.7,336703303334232
41.7,336703306068753
93.5,33670580114504
16.9,33670580118885
11.2,336705803330388
10.8,336705803330669
44.1,336705803330909
94.5,336705803331113
18.9,336705803333192
16.7,33670820106716
20.3,33670820113159
3.6,33670820120675
33.3,33670820128363
71.4,33670820132167
90.1,336708203330065
36.9,336708203330503
17.9,336708203330537
17.7,336708203332673
11.5,33670900114157
39.2,33670900127720
12.8,336709003330412
71.4,336709003330784
56.5,336709003334687
11.2,336709003337136
10.2,33671160109843
47.1,33671240105940
50.0,33671240128868
16.7,336712403330396
14.7,336712403330438
68.9,336712403330685
49.8,336712403330800
40.2,336712403330958
15.0,336712403331071
63.5,336712403333762
17.0,336712403333770
47.8,33671570125245
3.0,336715703331014
15.2,33671730127316
52.8,33671730133090
15.3,336717303330578
30.4,336717303330818
1.9,336717303331121
13.9,336717303335130
47.5,336718103331139
21.4,336718103335759
5.5,33672070101170
18.8,33672070113191
71.2,336720703330172
12.7,336720703330727
72.1,336720703330776
18.9,336720703335973
53.1,33672150115709
0.5,33672150131359
23.6,33672150132498
12.4,336721503330024
83.7,336721503330362
66.7,336721503330511
76.5,336721503330677
8.0,336721503330859
12.0,336721503334406
6.8,336721503336237
10.7,336721503336492
69.2,336721503336955
36.8,336724903331006
63.6,336724903337649
16.1,336724903337656
8.9,336724906114748
22.6,33736760100255
13.3,33736760121673
55.1,337367603330032
21.9,337367603330354
31.5,337367603330990
15.6,33751760107920
69.6,33751760116343
51.8,337517603330115
12.4,337517603330487
12.6,337517603332350
12.7,33751920105734
13.7,337519203330370
68.6,337519203330495
60.8,337519203330636
13.7,337519203330743
7.4,337519203330917
9.3,33752000100420
58.3,33752000102079
12.6,33752000118794
11.7,337520003330529
9.7,33752420109108
42.9,33752420109652
9.0,33752420123190
7.1,33752420133306
11.6,337524203330552
67.0,337524203330560
8.6,33769430132522
81.7,34103480106229
64.9,34103480106237
63.1,34103480106245
3.7,34103480106278
54.2,34103480106294
76.5,34103480106302
75.4,34103480118745
