Academic Year,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,District Name,School Name,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Percent Eligible Free,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2022-2023,19,64212,6010953,Los Angeles,ABC Unified,Burbank (Luther) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,406,221,0.5443349753694581,268,0.6600985221674877,406,221,0.5443349753694581,268,0.6600985221674877,Y
2022-2023,19,64212,6010961,Los Angeles,ABC Unified,Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,517,322,0.6228239845261122,396,0.7659574468085106,501,313,0.624750499001996,385,0.7684630738522954,Y
2022-2023,19,64212,6010979,Los Angeles,ABC Unified,Furgeson (Venn W.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,299,265,0.8862876254180602,288,0.9632107023411371,292,259,0.886986301369863,282,0.9657534246575342,Y
2022-2023,19,64212,6010987,Los Angeles,ABC Unified,Elliott (William F) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,425,190,0.4470588235294118,246,0.5788235294117647,425,190,0.4470588235294118,246,0.5788235294117647,Y
2022-2023,19,64212,6010995,Los Angeles,ABC Unified,Willow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,388,275,0.7087628865979382,300,0.7731958762886598,370,265,0.7162162162162162,288,0.7783783783783784,Y
2022-2023,19,64212,6057442,Los Angeles,ABC Unified,Ross (Faye) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,522,291,0.5574712643678161,367,0.7030651340996169,522,291,0.5574712643678161,367,0.7030651340996169,Y
2022-2023,19,64212,6057459,Los Angeles,ABC Unified,Tetzlaff (Martin B.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,534,213,0.398876404494382,303,0.5674157303370787,534,213,0.398876404494382,303,0.5674157303370787,Y
2022-2023,19,64212,6061220,Los Angeles,ABC Unified,Haskell (Pliny Fisk) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,461,249,0.5401301518438177,313,0.6789587852494577,461,249,0.5401301518438177,313,0.6789587852494577,Y
2022-2023,19,64212,6061238,Los Angeles,ABC Unified,Fedde (Pharis F.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,404,327,0.8094059405940595,355,0.8787128712871287,404,327,0.8094059405940595,355,0.8787128712871287,Y
2022-2023,19,64212,6066708,Los Angeles,ABC Unified,Carmenita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,601,164,0.27287853577371046,234,0.389351081530782,601,164,0.27287853577371046,234,0.389351081530782,Y
2022-2023,19,64212,6066716,Los Angeles,ABC Unified,Stowers(Cecil B.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,508,131,0.2578740157480315,200,0.3937007874015748,497,129,0.2595573440643863,197,0.3963782696177062,Y
2022-2023,19,64212,6068274,Los Angeles,ABC Unified,Cerritos Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,626,120,0.19169329073482427,194,0.30990415335463256,626,120,0.19169329073482427,194,0.30990415335463256,Y
2022-2023,19,64212,6071351,Los Angeles,ABC Unified,Juarez (Benito) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,311,172,0.5530546623794212,205,0.6591639871382636,295,168,0.5694915254237288,200,0.6779661016949152,Y
2022-2023,19,64212,6071369,Los Angeles,ABC Unified,Bragg Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,631,212,0.3359746434231379,302,0.4786053882725832,613,206,0.3360522022838499,295,0.4812398042414356,Y
2022-2023,19,64212,6085609,Los Angeles,ABC Unified,Leal (Frank C.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,738,144,0.1951219512195122,231,0.3130081300813008,738,144,0.1951219512195122,231,0.3130081300813008,Y
2022-2023,19,64212,6085617,Los Angeles,ABC Unified,Gonsalves (Joe A.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,569,111,0.19507908611599298,165,0.28998242530755713,552,109,0.19746376811594202,158,0.286231884057971,Y
2022-2023,19,64212,6093447,Los Angeles,ABC Unified,Wittmann (Helen) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,531,118,0.2222222222222222,176,0.3314500941619586,523,116,0.22179732313575526,173,0.33078393881453155,Y
2022-2023,19,64212,6093454,Los Angeles,ABC Unified,Nixon (Patricia) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,726,231,0.3181818181818182,338,0.465564738292011,711,229,0.32208157524613223,332,0.4669479606188467,Y
2022-2023,19,64246,0000001,Los Angeles,Antelope Valley Union High,"Nonpublic, Nonsectarian Schools",High School District,,,,,,,,,,34,11,0.3235294117647059,11,0.3235294117647059,19,7,0.3684210526315789,7,0.3684210526315789,Y
2022-2023,19,64246,0100081,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2793,1476,0.5284640171858217,1543,0.552452559971357,2709,1434,0.5293466223698782,1501,0.5540789959394611,Y
2022-2023,19,64246,0108407,Los Angeles,Antelope Valley Union High,Eastside High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2650,1580,0.5962264150943396,1606,0.6060377358490566,2546,1524,0.598586017282011,1549,0.6084053417124902,Y
2022-2023,19,64246,0111872,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),High School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,,,N,9,12,537,214,0.3985102420856611,260,0.48417132216014896,536,214,0.39925373134328357,260,0.48507462686567165,Y
2022-2023,19,64246,0126003,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,High School District,High Schools (Public),Traditional,,Yes,1415,Locally funded,N,6,12,665,368,0.5533834586466165,435,0.6541353383458647,660,365,0.553030303030303,432,0.6545454545454545,Y
2022-2023,19,64246,1930213,Los Angeles,Antelope Valley Union High,Antelope Valley High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1558,1232,0.7907573812580231,1291,0.8286264441591784,1486,1176,0.7913862718707941,1235,0.8310901749663526,Y
2022-2023,19,64246,1931732,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,High School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,635,475,0.7480314960629921,497,0.7826771653543307,559,410,0.7334525939177102,428,0.7656529516994633,Y
2022-2023,19,64246,1936624,Los Angeles,Antelope Valley Union High,Palmdale High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2443,1689,0.6913630781825624,1813,0.7421203438395415,2353,1629,0.6923076923076923,1751,0.7441563960900978,Y
2022-2023,19,64246,1937051,Los Angeles,Antelope Valley Union High,Quartz Hill High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,3066,1066,0.3476842791911285,1277,0.41650358773646445,2953,1013,0.3430409752793769,1223,0.41415509651202165,Y
2022-2023,19,64246,1995398,Los Angeles,Antelope Valley Union High,Highland High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2790,1485,0.532258064516129,1630,0.5842293906810035,2672,1422,0.532185628742515,1562,0.5845808383233533,Y
2022-2023,19,64246,1995406,Los Angeles,Antelope Valley Union High,Littlerock High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1565,910,0.5814696485623003,910,0.5814696485623003,1508,885,0.5868700265251989,885,0.5868700265251989,Y
2022-2023,19,64246,1995844,Los Angeles,Antelope Valley Union High,Lancaster High,High School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,2642,1463,0.5537471612414837,1549,0.5862982588947767,2565,1426,0.5559454191033139,1510,0.5886939571150097,Y
2022-2023,19,64246,1995968,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,High School District,District Community Day Schools,Community Day School,CEP,No ,,,N,9,12,25,25,1,25,1,25,25,1,25,1,Y
2022-2023,19,64246,1996537,Los Angeles,Antelope Valley Union High,Desert Sands Charter,High School District,High Schools (Public),Traditional,,Yes,0411,Directly funded,Y,9,12,742,583,0.7857142857142857,629,0.8477088948787062,514,393,0.7645914396887159,425,0.8268482490272373,Y
2022-2023,19,64246,1996644,Los Angeles,Antelope Valley Union High,R. Rex Parris High,High School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,632,465,0.7357594936708861,500,0.7911392405063291,570,417,0.7315789473684211,448,0.7859649122807018,Y
2022-2023,19,64261,0000001,Los Angeles,Arcadia Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,13,5,0.38461538461538464,5,0.38461538461538464,10,3,0.3,3,0.3,Y
2022-2023,19,64261,1930288,Los Angeles,Arcadia Unified,Arcadia High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,3022,803,0.2657180675049636,890,0.2945069490403706,2963,784,0.2645966925413432,869,0.2932838339520756,Y
2022-2023,19,64261,1995299,Los Angeles,Arcadia Unified,Rancho Learning Center (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,1,12,69,29,0.42028985507246375,30,0.43478260869565216,68,29,0.4264705882352941,30,0.4411764705882353,Y
2022-2023,19,64261,6011134,Los Angeles,Arcadia Unified,Baldwin Stocker Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,674,204,0.3026706231454006,228,0.33827893175074186,658,199,0.30243161094224924,223,0.33890577507598785,Y
2022-2023,19,64261,6011159,Los Angeles,Arcadia Unified,Camino Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,666,188,0.2822822822822823,212,0.3183183183183183,635,179,0.28188976377952757,200,0.31496062992125984,Y
2022-2023,19,64261,6011167,Los Angeles,Arcadia Unified,Highland Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,592,113,0.19087837837837837,124,0.20945945945945946,572,110,0.19230769230769232,120,0.2097902097902098,Y
2022-2023,19,64261,6011175,Los Angeles,Arcadia Unified,Holly Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,736,268,0.3641304347826087,302,0.41032608695652173,722,266,0.3684210526315789,300,0.4155124653739612,Y
2022-2023,19,64261,6011183,Los Angeles,Arcadia Unified,Hugo Reid Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,555,177,0.31891891891891894,198,0.3567567567567568,539,169,0.313543599257885,190,0.3525046382189239,Y
2022-2023,19,64261,6011191,Los Angeles,Arcadia Unified,Longley Way Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,507,151,0.2978303747534517,171,0.33727810650887574,493,149,0.3022312373225152,168,0.3407707910750507,Y
2022-2023,19,64261,6057467,Los Angeles,Arcadia Unified,First Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,679,217,0.31958762886597936,232,0.34167893961708395,679,217,0.31958762886597936,232,0.34167893961708395,Y
2022-2023,19,64261,6057475,Los Angeles,Arcadia Unified,Richard Henry Dana Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,622,188,0.3022508038585209,210,0.33762057877813506,622,188,0.3022508038585209,210,0.33762057877813506,Y
2022-2023,19,64261,6061246,Los Angeles,Arcadia Unified,Foothills Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,683,154,0.22547584187408493,174,0.2547584187408492,683,154,0.22547584187408493,174,0.2547584187408492,Y
2022-2023,19,64279,0000001,Los Angeles,Azusa Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,24,7,0.2916666666666667,7,0.2916666666666667,16,6,0.375,6,0.375,Y
2022-2023,19,64279,0131227,Los Angeles,Azusa Unified,Longfellow,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,K,21,12,0.5714285714285714,16,0.7619047619047619,1,0,0,0,0,Y
2022-2023,19,64279,1930528,Los Angeles,Azusa Unified,Azusa High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1206,940,0.7794361525704809,1079,0.8946932006633499,1177,922,0.7833474936278675,1058,0.8988954970263382,Y
2022-2023,19,64279,1931765,Los Angeles,Azusa Unified,Sierra High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,183,145,0.7923497267759563,162,0.8852459016393442,172,139,0.8081395348837209,155,0.9011627906976745,Y
2022-2023,19,64279,1933449,Los Angeles,Azusa Unified,Gladstone High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,629,498,0.7917329093799682,569,0.904610492845787,607,484,0.7973640856672158,554,0.9126853377265239,Y
2022-2023,19,64279,6011217,Los Angeles,Azusa Unified,Alice M. Ellington Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,267,188,0.704119850187266,226,0.846441947565543,267,188,0.704119850187266,226,0.846441947565543,Y
2022-2023,19,64279,6011225,Los Angeles,Azusa Unified,Center Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,263,233,0.8859315589353612,250,0.9505703422053232,263,233,0.8859315589353612,250,0.9505703422053232,Y
2022-2023,19,64279,6011233,Los Angeles,Azusa Unified,Charles H. Lee Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,377,305,0.8090185676392573,333,0.883289124668435,347,284,0.8184438040345822,312,0.899135446685879,Y
2022-2023,19,64279,6011241,Los Angeles,Azusa Unified,Clifford D. Murray Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,464,374,0.8060344827586207,414,0.8922413793103449,447,361,0.8076062639821029,400,0.8948545861297539,Y
2022-2023,19,64279,6011258,Los Angeles,Azusa Unified,Foothill Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,285,225,0.7894736842105263,256,0.8982456140350877,285,225,0.7894736842105263,256,0.8982456140350877,Y
2022-2023,19,64279,6011274,Los Angeles,Azusa Unified,Henry Dalton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,366,251,0.6857923497267759,287,0.7841530054644809,347,242,0.6974063400576369,277,0.7982708933717579,Y
2022-2023,19,64279,6011290,Los Angeles,Azusa Unified,Magnolia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,384,285,0.7421875,338,0.8802083333333334,371,277,0.7466307277628033,327,0.8814016172506739,Y
2022-2023,19,64279,6011316,Los Angeles,Azusa Unified,Paramount Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,633,460,0.7266982622432859,540,0.8530805687203792,614,444,0.7231270358306189,523,0.8517915309446255,Y
2022-2023,19,64279,6011324,Los Angeles,Azusa Unified,Slauson Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,7,8,372,281,0.7553763440860215,333,0.8951612903225806,372,281,0.7553763440860215,333,0.8951612903225806,Y
2022-2023,19,64279,6011332,Los Angeles,Azusa Unified,Valleydale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,531,402,0.7570621468926554,455,0.8568738229755178,489,375,0.7668711656441718,422,0.8629856850715747,Y
2022-2023,19,64279,6011340,Los Angeles,Azusa Unified,Victor F. Hodge Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,541,346,0.6395563770794824,420,0.7763401109057301,531,339,0.6384180790960452,412,0.775894538606403,Y
2022-2023,19,64279,6011357,Los Angeles,Azusa Unified,W. R. Powell Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,6,208,155,0.7451923076923077,172,0.8269230769230769,208,155,0.7451923076923077,172,0.8269230769230769,Y
2022-2023,19,64287,0000000,Los Angeles,Baldwin Park Unified,District Office,Unified School District,,,,,,,,K,Adult,56,28,0.5,37,0.6607142857142857,9,4,0.4444444444444444,5,0.5555555555555556,Y
2022-2023,19,64287,0000001,Los Angeles,Baldwin Park Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,18,7,0.3888888888888889,7,0.3888888888888889,15,6,0.4,6,0.4,Y
2022-2023,19,64287,1930601,Los Angeles,Baldwin Park Unified,Baldwin Park High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1414,1039,0.7347949080622348,1198,0.8472418670438473,1396,1025,0.7342406876790831,1183,0.8474212034383954,Y
2022-2023,19,64287,1936384,Los Angeles,Baldwin Park Unified,North Park Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,9,12,254,230,0.905511811023622,246,0.968503937007874,233,210,0.9012875536480687,225,0.9656652360515021,Y
2022-2023,19,64287,1938166,Los Angeles,Baldwin Park Unified,Sierra Vista High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,1752,1280,0.730593607305936,1475,0.8418949771689498,1721,1256,0.7298082510168507,1448,0.8413712957582801,Y
2022-2023,19,64287,1996479,Los Angeles,Baldwin Park Unified,Opportunities for Learning - Baldwin Park,Unified School District,High Schools (Public),Traditional,,Yes,0402,Directly funded,Y,7,12,480,326,0.6791666666666667,383,0.7979166666666667,356,236,0.6629213483146067,275,0.7724719101123596,Y
2022-2023,19,64287,6011373,Los Angeles,Baldwin Park Unified,Charles Bursch Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,345,280,0.8115942028985508,306,0.8869565217391304,324,260,0.8024691358024691,286,0.8827160493827161,Y
2022-2023,19,64287,6011381,Los Angeles,Baldwin Park Unified,Central Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,270,217,0.8037037037037037,252,0.9333333333333333,270,217,0.8037037037037037,252,0.9333333333333333,Y
2022-2023,19,64287,6011399,Los Angeles,Baldwin Park Unified,Charles D. Jones Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,468,368,0.7863247863247863,435,0.9294871794871795,468,368,0.7863247863247863,435,0.9294871794871795,Y
2022-2023,19,64287,6011407,Los Angeles,Baldwin Park Unified,De Anza Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,419,340,0.8114558472553699,372,0.8878281622911695,419,340,0.8114558472553699,372,0.8878281622911695,Y
2022-2023,19,64287,6011423,Los Angeles,Baldwin Park Unified,Foster Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,425,329,0.7741176470588236,361,0.8494117647058823,403,311,0.771712158808933,342,0.8486352357320099,Y
2022-2023,19,64287,6011431,Los Angeles,Baldwin Park Unified,Ernest R. Geddes Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,460,353,0.7673913043478261,413,0.8978260869565218,430,335,0.7790697674418605,386,0.8976744186046511,Y
2022-2023,19,64287,6011449,Los Angeles,Baldwin Park Unified,Kenmore Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,458,331,0.722707423580786,389,0.8493449781659389,435,313,0.7195402298850575,367,0.8436781609195402,Y
2022-2023,19,64287,6011456,Los Angeles,Baldwin Park Unified,BP STEM Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,3,8,619,468,0.7560581583198708,526,0.8497576736672051,619,468,0.7560581583198708,526,0.8497576736672051,Y
2022-2023,19,64287,6011464,Los Angeles,Baldwin Park Unified,Margaret Heath Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,289,239,0.8269896193771626,261,0.903114186851211,288,238,0.8263888888888888,260,0.9027777777777778,Y
2022-2023,19,64287,6011472,Los Angeles,Baldwin Park Unified,Olive Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,500,383,0.766,443,0.886,500,383,0.766,443,0.886,Y
2022-2023,19,64287,6011480,Los Angeles,Baldwin Park Unified,Pleasant View Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,223,187,0.8385650224215246,215,0.9641255605381166,223,187,0.8385650224215246,215,0.9641255605381166,Y
2022-2023,19,64287,6011498,Los Angeles,Baldwin Park Unified,Tracy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,556,433,0.7787769784172662,500,0.8992805755395683,519,410,0.789980732177264,470,0.905587668593449,Y
2022-2023,19,64287,6011506,Los Angeles,Baldwin Park Unified,Vineland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,550,466,0.8472727272727273,512,0.9309090909090909,532,449,0.8439849624060151,495,0.9304511278195489,Y
2022-2023,19,64287,6011514,Los Angeles,Baldwin Park Unified,Walnut Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,412,314,0.7621359223300971,370,0.8980582524271845,394,298,0.7563451776649747,353,0.8959390862944162,Y
2022-2023,19,64287,6096135,Los Angeles,Baldwin Park Unified,Sierra Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,803,625,0.7783312577833126,706,0.8792029887920298,803,625,0.7783312577833126,706,0.8792029887920298,Y
2022-2023,19,64295,0000001,Los Angeles,Bassett Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,Y
2022-2023,19,64295,1930700,Los Angeles,Bassett Unified,Bassett Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,9,12,839,689,0.8212157330154947,745,0.8879618593563766,823,679,0.8250303766707169,734,0.8918590522478737,Y
2022-2023,19,64295,1936491,Los Angeles,Bassett Unified,Nueva Vista Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,10,12,44,40,0.9090909090909091,40,0.9090909090909091,41,37,0.9024390243902439,37,0.9024390243902439,Y
2022-2023,19,64295,6011530,Los Angeles,Bassett Unified,Don Julian Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,552,493,0.8931159420289855,517,0.9365942028985508,540,484,0.8962962962962963,505,0.9351851851851852,Y
2022-2023,19,64295,6011563,Los Angeles,Bassett Unified,J. E. Van Wig Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,338,291,0.8609467455621301,315,0.9319526627218935,321,278,0.8660436137071651,302,0.940809968847352,Y
2022-2023,19,64295,6011571,Los Angeles,Bassett Unified,Sunkist Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,354,287,0.8107344632768362,315,0.8898305084745762,337,274,0.8130563798219584,299,0.887240356083086,Y
2022-2023,19,64295,6057483,Los Angeles,Bassett Unified,Edgewood Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,489,366,0.7484662576687117,421,0.8609406952965235,476,357,0.75,410,0.8613445378151261,Y
2022-2023,19,64295,6057491,Los Angeles,Bassett Unified,Torch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,,,N,6,8,329,286,0.8693009118541033,307,0.9331306990881459,329,286,0.8693009118541033,307,0.9331306990881459,Y
2022-2023,19,64303,0000000,Los Angeles,Bellflower Unified,District Office,Unified School District,,,,,,,,P,Adult,36,17,0.4722222222222222,24,0.6666666666666666,3,1,0.3333333333333333,2,0.6666666666666666,Y
2022-2023,19,64303,0000001,Los Angeles,Bellflower Unified,"Nonpublic, Nonsectarian Schools",Unified School District,,,,,,,,,,20,7,0.35,8,0.4,17,6,0.35294117647058826,6,0.35294117647058826,Y
2022-2023,19,64303,0128306,Los Angeles,Bellflower Unified,Las Flores Home Education Independent Study Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,,,N,K,12,273,150,0.5494505494505495,190,0.6959706959706959,269,149,0.5539033457249071,189,0.7026022304832714,Y
2022-2023,19,64303,1930775,Los Angeles,Bellflower Unified,Bellflower High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,7,12,2070,1419,0.6855072463768116,1701,0.8217391304347826,2059,1411,0.6852841185041282,1693,0.8222438076736279,Y
2022-2023,19,64303,1935618,Los Angeles,Bellflower Unified,Mayfair High,Unified School District,High Schools (Public),Traditional,CEP,No ,,,N,7,12,2578,1413,0.548099301784329,1803,0.6993793638479442,2551,1399,0.5484123872990984,1788,0.7009016072128577,Y
2022-2023,19,64303,1938190,Los Angeles,Bellflower Unified,Somerset High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,,,N,7,12,128,87,0.6796875,97,0.7578125,113,75,0.6637168141592921,84,0.7433628318584071,Y
2022-2023,19,64303,1995679,Los Angeles,Bellflower Unified,Bellflower Alternative Education Center,Unified School District,District Community Day Schools,Community Day School,CEP,No ,,,N,K,12,18,11,0.6111111111111112,11,0.6111111111111112,18,11,0.6111111111111112,11,0.6111111111111112,Y
2022-2023,19,64303,6011605,Los Angeles,Bellflower Unified,Albert Baxter Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,282,212,0.75177304964539,241,0.8546099290780141,281,211,0.7508896797153025,240,0.8540925266903915,Y
2022-2023,19,64303,6011613,Los Angeles,Bellflower Unified,Intensive Learning Center,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,603,274,0.45439469320066334,396,0.6567164179104478,601,272,0.4525790349417637,394,0.6555740432612313,Y
2022-2023,19,64303,6011621,Los Angeles,Bellflower Unified,Ernie Pyle Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,363,235,0.6473829201101928,303,0.8347107438016529,348,224,0.6436781609195402,289,0.8304597701149425,Y
2022-2023,19,64303,6011639,Los Angeles,Bellflower Unified,Esther Lindstrom Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,557,294,0.5278276481149012,369,0.6624775583482945,557,294,0.5278276481149012,369,0.6624775583482945,Y
2022-2023,19,64303,6011647,Los Angeles,Bellflower Unified,Frank E. Woodruff Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,462,349,0.7554112554112554,417,0.9025974025974026,462,349,0.7554112554112554,417,0.9025974025974026,Y
2022-2023,19,64303,6011654,Los Angeles,Bellflower Unified,Craig Williams Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,457,355,0.7768052516411379,407,0.8905908096280087,442,346,0.7828054298642534,395,0.8936651583710408,Y
2022-2023,19,64303,6011696,Los Angeles,Bellflower Unified,Ramona Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,P,6,485,364,0.7505154639175258,424,0.8742268041237113,485,364,0.7505154639175258,424,0.8742268041237113,Y
